Unnamed: 0,departure_airport_id,destination_airport_id,airline_id,distance
14100,MAD,FRA,UX,1422
14101,MAD,FUE,UX,1633
14102,MAD,IBZ,UX,458
14105,MAD,LGW,UX,1215
14106,MAD,LIS,UX,512
14107,MAD,LPA,UX,1764
14108,MAD,MUC,UX,1496
14110,MAD,ORY,UX,1030
14111,MAD,OTP,UX,2457
14112,MAD,OVD,UX,399
14114,MAD,PRG,UX,1750
14118,MAD,VLC,UX,284
14119,MUC,MAD,UX,1496
14121,ORY,MAD,UX,1030
14123,OTP,BCN,UX,1980
14124,OTP,MAD,UX,2457
14126,OVD,MAD,UX,399
14127,OVD,TFS,UX,1966
14135,PRG,BCN,UX,1358
14136,PRG,MAD,UX,1750
14154,TFS,ALC,UX,1870
14155,TFS,OVD,UX,1966
14159,VLC,CDG,UX,1085
14160,VLC,MAD,UX,284
14320,ABZ,LHR,VS,647
14321,EDI,LHR,VS,533
14322,LHR,ABZ,VS,647
14323,LHR,EDI,VS,533
14324,LHR,MAN,VS,242
14325,LHR,VKO,VS,2502
14326,MAN,LHR,VS,242
14327,MAN,MUC,VS,1130
14328,MUC,MAN,VS,1130
14329,VKO,LHR,VS,2502
14330,AAL,BCN,VY,1842
14333,AGP,AMS,VY,1883
14334,AGP,BCN,VY,765
14335,AGP,BIO,VY,749
14336,AGP,BRU,VY,1735
14337,AGP,CPH,VY,2471
14338,AGP,CWL,VY,1639
14340,AGP,FCO,VY,1546
14341,AGP,HAJ,VY,2075
14342,AGP,HAM,VY,2191
14343,AGP,LPA,VY,1409
14344,AGP,LYS,VY,1284
14345,AGP,MUC,VY,1854
14347,AGP,ORY,VY,1451
14348,AGP,OVD,VY,776
14352,AGP,TLS,VY,919
14353,ALC,AMS,VY,1613
14354,ALC,BCN,VY,403
14355,ALC,BIO,VY,592
14356,ALC,BRU,VY,1458
14357,ALC,CPH,VY,2164
14358,ALC,CWL,VY,1474
14360,ALC,FCO,VY,1156
14361,ALC,IBZ,VY,180
14362,ALC,ORY,VY,1184
14364,AMS,AGP,VY,1883
14365,AMS,ALC,VY,1613
14366,AMS,BCN,VY,1241
14367,AMS,BIO,VY,1152
14368,AMS,IBZ,VY,1516
14371,AMS,VLC,VY,1481
14372,ARN,BCN,VY,2314
14373,ATH,BCN,VY,1904
14374,BCN,AAL,VY,1842
14376,BCN,AGP,VY,765
14377,BCN,ALC,VY,403
14378,BCN,AMS,VY,1241
14379,BCN,ARN,VY,2314
14380,BCN,ATH,VY,1904
14383,BCN,BIO,VY,466
14384,BCN,BLQ,VY,831
14385,BCN,BOD,VY,453
14386,BCN,BRI,VY,1226
14387,BCN,BRU,VY,1083
14388,BCN,CDG,VY,858
14389,BCN,CPH,VY,1768
14390,BCN,CTA,VY,1193
14391,BCN,CWL,VY,1196
14392,BCN,DBV,VY,1344
14394,BCN,DRS,VY,1412
14395,BCN,DTM,VY,1212
14396,BCN,DUS,VY,1167
14397,BCN,EAS,VY,391
14398,BCN,EDI,VY,1676
14399,BCN,FCO,VY,846
14401,BCN,FRA,VY,1093
14402,BCN,FUE,VY,2031
14403,BCN,GOA,VY,650
14404,BCN,GOT,VY,1958
14406,BCN,HAJ,VY,1367
14407,BCN,HAM,VY,1492
14408,BCN,HEL,VY,2628
14409,BCN,IBZ,VY,276
14414,BCN,LEJ,VY,1366
14415,BCN,LGW,VY,1109
14417,BCN,LIS,VY,994
14418,BCN,LPA,VY,2174
14419,BCN,LUX,VY,979
14420,BCN,LYS,VY,548
14421,BCN,MAD,VY,482
14423,BCN,MLA,VY,1234
14424,BCN,MRS,VY,351
14425,BCN,MUC,VY,1094
14427,BCN,NAP,VY,1023
14428,BCN,NCE,VY,496
14431,BCN,OPO,VY,898
14432,BCN,ORY,VY,826
14433,BCN,OSL,VY,2190
14434,BCN,OTP,VY,1980
14435,BCN,OVD,VY,711
14438,BCN,PRG,VY,1358
14439,BCN,PSA,VY,731
14442,BCN,SDR,VY,539
14443,BCN,STR,VY,994
14444,BCN,SVG,VY,1970
14447,BCN,TFS,VY,2245
14448,BCN,TLS,VY,265
14449,BCN,TRN,VY,625
14450,BCN,TXL,VY,1510
14451,BCN,VCE,VY,951
14453,BCN,VIE,VY,1369
14454,BCN,VLL,VY,578
14455,BCN,WAW,VY,1869
14457,BCN,ZAG,VY,1229
14458,BCN,ZRH,VY,856
14462,BIO,AGP,VY,749
14463,BIO,ALC,VY,592
14464,BIO,AMS,VY,1152
14465,BIO,BCN,VY,466
14466,BIO,FUE,VY,1919
14467,BIO,IBZ,VY,609
14469,BIO,LHR,VY,926
14470,BIO,LPA,VY,2042
14472,BIO,ORY,VY,727
14476,BIO,TXL,VY,1579
14477,BLQ,BCN,VY,831
14478,BLQ,ORY,VY,823
14479,BOD,BCN,VY,453
14481,BRI,BCN,VY,1226
14483,BRU,AGP,VY,1735
14484,BRU,ALC,VY,1458
14485,BRU,BCN,VY,1083
14486,BRU,FCO,VY,1172
14487,BRU,IBZ,VY,1359
14488,BRU,LIS,VY,1717
14489,BRU,OPO,VY,1473
14492,BRU,VCE,VY,835
14493,BRU,VLC,VY,1326
14495,CDG,BCN,VY,858
14496,CDG,MAD,VY,1064
14497,CDG,OVD,VY,894
14499,CPH,AGP,VY,2471
14500,CPH,ALC,VY,2164
14501,CPH,BCN,VY,1768
14503,CTA,BCN,VY,1193
14504,CTA,FCO,VY,539
14506,CWL,AGP,VY,1639
14507,CWL,ALC,VY,1474
14508,CWL,BCN,VY,1196
14509,DBV,BCN,VY,1344
14514,DRS,BCN,VY,1412
14515,DTM,BCN,VY,1212
14516,DUS,BCN,VY,1167
14517,EAS,BCN,VY,391
14518,EDI,BCN,VY,1676
14519,FCO,AGP,VY,1546
14520,FCO,ALC,VY,1156
14521,FCO,BCN,VY,846
14522,FCO,BRU,VY,1172
14523,FCO,CTA,VY,539
14525,FCO,ORY,VY,1088
14526,FCO,PRG,VY,936
14527,FCO,VLC,VY,1102
14538,FRA,BCN,VY,1093
14539,FUE,BCN,VY,2031
14540,FUE,BIO,VY,1919
14541,GOA,BCN,VY,650
14542,GOT,BCN,VY,1958
14545,HAJ,AGP,VY,2075
14546,HAJ,BCN,VY,1367
14547,HAM,AGP,VY,2191
14548,HAM,BCN,VY,1492
14549,HEL,BCN,VY,2628
14550,IBZ,ALC,VY,180
14551,IBZ,AMS,VY,1516
14552,IBZ,BCN,VY,276
14553,IBZ,BIO,VY,609
14554,IBZ,BRU,VY,1359
14555,IBZ,MAD,VY,458
14556,IBZ,ORY,VY,1098
14557,IBZ,VLC,VY,173
14565,LEJ,BCN,VY,1366
14566,LGW,BCN,VY,1109
14568,LHR,BIO,VY,926
14571,LIS,BCN,VY,994
14572,LIS,BRU,VY,1717
14573,LIS,ORY,VY,1438
14574,LPA,AGP,VY,1409
14575,LPA,BCN,VY,2174
14576,LPA,BIO,VY,2042
14577,LPA,ORY,VY,2768
14579,LUX,BCN,VY,979
14580,LYS,AGP,VY,1284
14581,LYS,BCN,VY,548
14584,MAD,BCN,VY,482
14585,MAD,CDG,VY,1064
14587,MAD,IBZ,VY,458
14589,MLA,BCN,VY,1234
14590,MRS,BCN,VY,351
14592,MUC,AGP,VY,1854
14593,MUC,BCN,VY,1094
14596,NAP,BCN,VY,1023
14597,NCE,BCN,VY,496
14603,OPO,BCN,VY,898
14604,OPO,BRU,VY,1473
14605,OPO,ORY,VY,1200
14606,ORY,AGP,VY,1451
14607,ORY,ALC,VY,1184
14608,ORY,BCN,VY,826
14609,ORY,BIO,VY,727
14610,ORY,BLQ,VY,823
14611,ORY,FCO,VY,1088
14613,ORY,IBZ,VY,1098
14614,ORY,LIS,VY,1438
14615,ORY,LPA,VY,2768
14616,ORY,OPO,VY,1200
14619,ORY,VLC,VY,1051
14620,OSL,BCN,VY,2190
14621,OTP,BCN,VY,1980
14622,OVD,AGP,VY,776
14623,OVD,BCN,VY,711
14624,OVD,CDG,VY,894
14642,PRG,BCN,VY,1358
14643,PRG,FCO,VY,936
14644,PSA,BCN,VY,731
14650,SDR,BCN,VY,539
14651,STR,BCN,VY,994
14652,SVG,BCN,VY,1970
14668,TFS,BCN,VY,2245
14669,TLS,AGP,VY,919
14670,TLS,BCN,VY,265
14672,TRN,BCN,VY,625
14673,TXL,BCN,VY,1510
14674,TXL,BIO,VY,1579
14676,VCE,BCN,VY,951
14677,VCE,BRU,VY,835
14679,VIE,BCN,VY,1369
14680,VLC,AMS,VY,1481
14681,VLC,BRU,VY,1326
14682,VLC,FCO,VY,1102
14683,VLC,IBZ,VY,173
14684,VLC,ORY,VY,1051
14685,VLL,BCN,VY,578
14686,WAW,BCN,VY,1869
14688,ZAG,BCN,VY,1229
14689,ZRH,BCN,VY,856
14744,AGP,BUD,W6,2283
14747,BCN,BUD,W6,1522
14748,BCN,CLJ,W6,1824
14749,BCN,GDN,W6,1890
14750,BCN,KTW,W6,1658
14751,BCN,OTP,W6,1980
14752,BCN,POZ,W6,1663
14753,BCN,SOF,W6,1765
14755,BCN,VNO,W6,2258
14756,BCN,WAW,W6,1869
14758,BEG,CRL,W6,1339
14759,BEG,DTM,W6,1197
14760,BEG,EIN,W6,1327
14762,BEG,GSE,W6,1552
14763,BEG,LTN,W6,1709
14764,BEG,MMX,W6,1288
14765,BEG,NYO,W6,1570
14772,BGY,CLJ,W6,1081
14774,BGY,GDN,W6,1150
14775,BGY,KTW,W6,876
14776,BGY,OTP,W6,1288
14777,BGY,PRG,W6,597
14779,BGY,SOF,W6,1140
14781,BGY,VNO,W6,1485
14782,BGY,WAW,W6,1092
14783,BLQ,CLJ,W6,994
14784,BLQ,OTP,W6,1170
14785,BLQ,SOF,W6,996
14788,BRI,BUD,W6,727
14789,BRI,OTP,W6,849
14790,BRI,PRG,W6,1015
14791,BUD,AGP,W6,2283
14792,BUD,BCN,W6,1522
14793,BUD,BRI,W6,727
14794,BUD,CRL,W6,1130
14795,BUD,CTA,W6,1159
14796,BUD,DTM,W6,955
14797,BUD,EIN,W6,1096
14798,BUD,FCO,W6,836
14799,BUD,GSE,W6,1252
14800,BUD,HHN,W6,922
14802,BUD,LTN,W6,1491
14803,BUD,MAD,W6,1974
14804,BUD,MLA,W6,1346
14805,BUD,MMX,W6,988
14807,BUD,NAP,W6,828
14808,BUD,NYO,W6,1272
14809,BUD,SKG,W6,823
14810,BUD,VKO,W6,1533
14811,BUD,WAW,W6,540
14824,CGN,GDN,W6,856
14825,CGN,KTW,W6,841
14827,CIA,CLJ,W6,1040
14829,CIA,KTW,W6,1085
14830,CIA,OTP,W6,1134
14832,CLJ,BCN,W6,1824
14833,CLJ,BGY,W6,1081
14834,CLJ,BLQ,W6,994
14836,CLJ,CIA,W6,1040
14837,CLJ,CRL,W6,1466
14838,CLJ,DTM,W6,1278
14839,CLJ,EIN,W6,1425
14840,CLJ,LTN,W6,1822
14841,CLJ,MAD,W6,2289
14842,CLJ,TSF,W6,892
14843,CLJ,VLC,W6,2111
14847,CRL,BEG,W6,1339
14848,CRL,BUD,W6,1130
14849,CRL,CLJ,W6,1466
14850,CRL,LJU,W6,875
14851,CRL,OTP,W6,1743
14853,CRL,SOF,W6,1679
14854,CRL,WAW,W6,1160
14855,CTA,BUD,W6,1159
14856,CTA,OTP,W6,1214
14860,DSA,GDN,W6,1274
14861,DSA,KTW,W6,1410
14862,DSA,POZ,W6,1197
14863,DSA,VNO,W6,1711
14864,DSA,WAW,W6,1478
14865,DSA,WRO,W6,1242
14866,DTM,BEG,W6,1197
14867,DTM,BUD,W6,955
14868,DTM,CLJ,W6,1278
14869,DTM,GDN,W6,792
14870,DTM,KTW,W6,810
14871,DTM,OTP,W6,1569
14873,DTM,SOF,W6,1540
14875,DTM,VNO,W6,1226
14876,EIN,BEG,W6,1327
14877,EIN,BUD,W6,1096
14878,EIN,CLJ,W6,1425
14880,EIN,GDN,W6,934
14881,EIN,KTW,W6,964
14882,EIN,OTP,W6,1711
14883,EIN,RIX,W6,1348
14885,EIN,SOF,W6,1669
14886,EIN,VNO,W6,1372
14887,EIN,WAW,W6,1072
14888,FCO,BUD,W6,836
14889,FCO,GDN,W6,1471
14890,FCO,PRG,W6,936
14891,FCO,SOF,W6,924
14892,FCO,VNO,W6,1717
14893,FCO,WAW,W6,1327
14897,GDN,BCN,W6,1890
14899,GDN,BGY,W6,1150
14901,GDN,CGN,W6,856
14902,GDN,DSA,W6,1274
14903,GDN,DTM,W6,792
14904,GDN,EIN,W6,934
14905,GDN,FCO,W6,1471
14906,GDN,GLA,W6,1458
14907,GDN,GSE,W6,556
14910,GDN,LBC,W6,508
14911,GDN,LPL,W6,1397
14912,GDN,LTN,W6,1282
14913,GDN,MMX,W6,349
14914,GDN,NYO,W6,499
14915,GDN,SVG,W6,928
14917,GDN,TRD,W6,1096
14919,GLA,GDN,W6,1458
14920,GLA,WAW,W6,1699
14921,GSE,BEG,W6,1552
14922,GSE,BUD,W6,1252
14923,GSE,GDN,W6,556
14926,GSE,WAW,W6,850
14927,GVA,OTP,W6,1566
14929,HHN,BUD,W6,922
14930,HHN,KTW,W6,841
14932,HHN,SOF,W6,1474
14939,KSC,LTN,W6,1570
14940,KTW,BCN,W6,1658
14942,KTW,BGY,W6,876
14944,KTW,CGN,W6,841
14945,KTW,CIA,W6,1085
14946,KTW,DSA,W6,1410
14947,KTW,DTM,W6,810
14948,KTW,EIN,W6,964
14949,KTW,HHN,W6,841
14950,KTW,LTN,W6,1360
14951,KTW,MMX,W6,679
14952,KTW,NAP,W6,1128
14953,KTW,NYO,W6,934
14954,KTW,SVG,W6,1268
14956,LBC,GDN,W6,508
14957,LJU,CRL,W6,875
14958,LJU,LTN,W6,1246
14959,LPL,GDN,W6,1397
14960,LPL,WAW,W6,1600
14961,LTN,BEG,W6,1709
14963,LTN,BUD,W6,1491
14964,LTN,CLJ,W6,1822
14967,LTN,GDN,W6,1282
14969,LTN,KSC,W6,1570
14970,LTN,KTW,W6,1360
14971,LTN,LJU,W6,1246
14973,LTN,OTP,W6,2106
14974,LTN,POZ,W6,1172
14975,LTN,PRG,W6,1040
14976,LTN,RIX,W6,1661
14978,LTN,SOF,W6,2050
14981,LTN,VAR,W6,2304
14982,LTN,VNO,W6,1723
14983,LTN,WAW,W6,1455
14984,LTN,WRO,W6,1194
14987,MAD,BUD,W6,1974
14988,MAD,CLJ,W6,2289
14989,MAD,OTP,W6,2457
14990,MAD,SOF,W6,2247
14992,MLA,BUD,W6,1346
14993,MMX,BEG,W6,1288
14994,MMX,BUD,W6,988
14995,MMX,GDN,W6,349
14996,MMX,KTW,W6,679
14999,MMX,WAW,W6,622
15002,NAP,BUD,W6,828
15003,NAP,KTW,W6,1128
15004,NAP,OTP,W6,1045
15005,NAP,PRG,W6,1024
15006,NYO,BEG,W6,1570
15007,NYO,BUD,W6,1272
15008,NYO,GDN,W6,499
15009,NYO,KTW,W6,934
15010,NYO,POZ,W6,708
15012,NYO,WAW,W6,779
15014,OTP,BCN,W6,1980
15015,OTP,BGY,W6,1288
15016,OTP,BLQ,W6,1170
15017,OTP,BRI,W6,849
15019,OTP,CIA,W6,1134
15020,OTP,CRL,W6,1743
15021,OTP,CTA,W6,1214
15023,OTP,DTM,W6,1569
15024,OTP,EIN,W6,1711
15025,OTP,GVA,W6,1566
15026,OTP,LTN,W6,2106
15027,OTP,MAD,W6,2457
15029,OTP,NAP,W6,1045
15031,OTP,PSA,W6,1254
15033,OTP,TSF,W6,1095
15034,OTP,VLC,W6,2254
15035,OTP,VRN,W6,1196
15038,POZ,BCN,W6,1663
15040,POZ,DSA,W6,1197
15041,POZ,LTN,W6,1172
15042,POZ,NYO,W6,708
15044,PRG,BGY,W6,597
15045,PRG,BRI,W6,1015
15046,PRG,FCO,W6,936
15047,PRG,LTN,W6,1040
15048,PRG,NAP,W6,1024
15049,PRG,TSF,W6,518
15050,PSA,OTP,W6,1254
15052,RIX,EIN,W6,1348
15053,RIX,LTN,W6,1661
15055,SKG,BUD,W6,823
15068,SOF,BCN,W6,1765
15069,SOF,BGY,W6,1140
15070,SOF,BLQ,W6,996
15072,SOF,CRL,W6,1679
15073,SOF,DTM,W6,1540
15074,SOF,EIN,W6,1669
15075,SOF,FCO,W6,924
15076,SOF,HHN,W6,1474
15077,SOF,LTN,W6,2050
15078,SOF,MAD,W6,2247
15079,SOF,VLC,W6,2026
15080,SVG,GDN,W6,928
15081,SVG,KTW,W6,1268
15082,SVG,SZZ,W6,819
15083,SVG,VNO,W6,1281
15084,SZZ,SVG,W6,819
15090,TRD,GDN,W6,1096
15102,TSF,CLJ,W6,892
15104,TSF,OTP,W6,1095
15105,TSF,PRG,W6,518
15120,VAR,LTN,W6,2304
15121,VKO,BUD,W6,1533
15122,VLC,CLJ,W6,2111
15123,VLC,OTP,W6,2254
15124,VLC,SOF,W6,2026
15127,VNO,BCN,W6,2258
15129,VNO,BGY,W6,1485
15131,VNO,DSA,W6,1711
15132,VNO,DTM,W6,1226
15133,VNO,EIN,W6,1372
15134,VNO,FCO,W6,1717
15135,VNO,LTN,W6,1723
15136,VNO,SVG,W6,1281
15138,VRN,OTP,W6,1196
15139,WAW,BCN,W6,1869
15140,WAW,BGY,W6,1092
15141,WAW,BUD,W6,540
15143,WAW,CRL,W6,1160
15144,WAW,DSA,W6,1478
15145,WAW,EIN,W6,1072
15146,WAW,FCO,W6,1327
15147,WAW,GLA,W6,1699
15148,WAW,GSE,W6,850
15150,WAW,LPL,W6,1600
15151,WAW,LTN,W6,1455
15152,WAW,MMX,W6,622
15153,WAW,NYO,W6,779
15156,WRO,DSA,W6,1242
15157,WRO,LTN,W6,1194
15384,AMS,LCY,WX,335
15385,ANR,LCY,WX,307
15388,CWL,EDI,WX,506
15389,CWL,GLA,WX,502
15390,CWL,JER,WX,256
15391,CWL,ORY,WX,504
15393,DRS,LCY,WX,952
15394,DUB,LCY,WX,478
15395,EDI,CWL,WX,506
15397,GLA,CWL,WX,502
15398,JER,CWL,WX,256
15399,LCY,AMS,WX,335
15400,LCY,ANR,WX,307
15404,LCY,DRS,WX,952
15405,LCY,DUB,WX,478
15408,LCY,ORY,WX,350
15409,LCY,RTM,WX,305
15411,ORY,CWL,WX,504
15412,ORY,LCY,WX,350
15413,RTM,LCY,WX,305
15418,BSL,FUE,X3,2816
15419,BSL,HER,X3,1995
15420,BSL,KGS,X3,2000
15421,BSL,LPA,X3,2950
15424,BSL,TFS,X3,3009
15425,CFU,DUS,X3,1650
15426,CFU,FRA,X3,1461
15427,CFU,HAJ,X3,1629
15428,CFU,MUC,X3,1168
15429,CFU,STR,X3,1319
15431,CGN,FUE,X3,3050
15432,CGN,HER,X3,2251
15433,CGN,KGS,X3,2224
15434,CGN,LPA,X3,3174
15435,CGN,MUC,X3,435
15438,CGN,TFS,X3,3223
15439,DUS,CFU,X3,1650
15440,DUS,FAO,X3,1967
15441,DUS,FUE,X3,3066
15443,DUS,HER,X3,2302
15444,DUS,KGS,X3,2273
15445,DUS,LPA,X3,3189
15448,DUS,TFS,X3,3237
15450,FAO,DUS,X3,1967
15451,FAO,FRA,X3,1959
15452,FAO,HAJ,X3,2199
15453,FAO,MUC,X3,2038
15454,FAO,STR,X3,1901
15462,FRA,CFU,X3,1461
15463,FRA,FAO,X3,1959
15465,FRA,FUE,X3,3055
15467,FRA,HER,X3,2114
15468,FRA,KGS,X3,2087
15469,FRA,LPA,X3,3184
15473,FRA,TFS,X3,3238
15475,FUE,BSL,X3,2816
15476,FUE,CGN,X3,3050
15477,FUE,DUS,X3,3066
15478,FUE,FRA,X3,3055
15479,FUE,HAJ,X3,3299
15480,FUE,MUC,X3,3116
15481,FUE,STR,X3,2991
15485,HAJ,CFU,X3,1629
15486,HAJ,FAO,X3,2199
15488,HAJ,FUE,X3,3299
15489,HAJ,HER,X3,2262
15490,HAJ,KGS,X3,2208
15491,HAJ,LPA,X3,3423
15495,HAJ,TFS,X3,3472
15497,HAM,FRA,X3,411
15498,HAM,HER,X3,2352
15500,HER,BSL,X3,1995
15501,HER,CGN,X3,2251
15502,HER,DUS,X3,2302
15503,HER,FRA,X3,2114
15504,HER,HAJ,X3,2262
15505,HER,HAM,X3,2352
15506,HER,MUC,X3,1817
15508,HER,STR,X3,1977
15509,KGS,BSL,X3,2000
15510,KGS,CGN,X3,2224
15511,KGS,DUS,X3,2273
15512,KGS,FRA,X3,2087
15513,KGS,HAJ,X3,2208
15514,KGS,MUC,X3,1788
15515,KGS,STR,X3,1960
15517,LPA,BSL,X3,2950
15518,LPA,CGN,X3,3174
15519,LPA,DUS,X3,3189
15520,LPA,FRA,X3,3184
15521,LPA,HAJ,X3,3423
15522,LPA,MUC,X3,3254
15524,LPA,STR,X3,3124
15529,MUC,CFU,X3,1168
15530,MUC,DUS,X3,485
15531,MUC,FAO,X3,2038
15532,MUC,FUE,X3,3116
15533,MUC,HER,X3,1817
15534,MUC,KGS,X3,1788
15535,MUC,LPA,X3,3254
15538,MUC,TFS,X3,3317
15563,STR,CFU,X3,1319
15564,STR,FAO,X3,1901
15566,STR,FUE,X3,2991
15567,STR,HER,X3,1977
15568,STR,KGS,X3,1960
15569,STR,LPA,X3,3124
15571,STR,MUC,X3,192
15574,STR,TFS,X3,3183
15576,TFS,BSL,X3,3009
15577,TFS,CGN,X3,3223
15578,TFS,DUS,X3,3237
15579,TFS,FRA,X3,3238
15580,TFS,HAJ,X3,3472
15581,TFS,MUC,X3,3317
15583,TFS,STR,X3,3183
15708,AGP,BHX,ZB,1767
15709,AGP,EMA,ZB,1813
15710,AGP,LGW,ZB,1645
15711,AGP,LTN,ZB,1721
15712,AGP,MAN,ZB,1862
15713,ALC,BHX,ZB,1578
15714,ALC,EMA,ZB,1618
15715,ALC,LGW,ZB,1430
15716,ALC,LTN,ZB,1511
15717,ALC,MAN,ZB,1681
15718,BCN,BHX,ZB,1273
15719,BCN,LBA,ZB,1424
15720,BCN,LGW,ZB,1109
15721,BCN,MAN,ZB,1379
15723,BHX,AGP,ZB,1767
15724,BHX,ALC,ZB,1578
15725,BHX,BCN,ZB,1273
15726,BHX,DBV,ZB,1852
15727,BHX,FAO,ZB,1784
15728,BHX,FCO,ZB,1582
15730,BHX,FUE,ZB,2849
15731,BHX,GIB,ZB,1834
15732,BHX,HER,ZB,2846
15734,BHX,LPA,ZB,2951
15736,BHX,NCE,ZB,1181
15738,BHX,SPU,ZB,1661
15739,BHX,TFS,ZB,2978
15740,BHX,VCE,ZB,1283
15741,DBV,BHX,ZB,1852
15742,DBV,LGW,ZB,1690
15743,DBV,MAN,ZB,1932
15745,EMA,AGP,ZB,1813
15746,EMA,ALC,ZB,1618
15747,EMA,FAO,ZB,1832
15748,EMA,MLA,ZB,2256
15750,EMA,TFS,ZB,3028
15751,FAO,BHX,ZB,1784
15752,FAO,EMA,ZB,1832
15753,FAO,LBA,ZB,1935
15754,FAO,LGW,ZB,1687
15755,FAO,LTN,ZB,1756
15756,FAO,MAN,ZB,1869
15757,FCO,BHX,ZB,1582
15758,FCO,LTN,ZB,1470
15761,FUE,BHX,ZB,2849
15762,FUE,MAN,ZB,2926
15763,GIB,BHX,ZB,1834
15764,GIB,LTN,ZB,1792
15765,GIB,MAN,ZB,1927
15766,HER,BHX,ZB,2846
15767,HER,LBA,ZB,2926
15768,HER,LGW,ZB,2679
15770,LBA,BCN,ZB,1424
15771,LBA,FAO,ZB,1935
15772,LBA,HER,ZB,2926
15775,LBA,TFS,ZB,3117
15779,LGW,AGP,ZB,1645
15780,LGW,ALC,ZB,1430
15781,LGW,BCN,ZB,1109
15782,LGW,DBV,ZB,1690
15783,LGW,FAO,ZB,1687
15785,LGW,HER,ZB,2679
15787,LGW,NCE,ZB,1001
15789,LGW,TFS,ZB,2912
15790,LGW,VCE,ZB,1117
15791,LGW,VRN,ZB,1038
15792,LPA,BHX,ZB,2951
15793,LPA,MAN,ZB,3024
15795,LTN,AGP,ZB,1721
15796,LTN,ALC,ZB,1511
15797,LTN,FAO,ZB,1756
15798,LTN,FCO,ZB,1470
15799,LTN,GIB,ZB,1792
15801,LTN,NAP,ZB,1654
15803,LTN,TFS,ZB,2972
15810,MAN,AGP,ZB,1862
15811,MAN,ALC,ZB,1681
15812,MAN,BCN,ZB,1379
15813,MAN,DBV,ZB,1932
15814,MAN,FAO,ZB,1869
15815,MAN,FUE,ZB,2926
15816,MAN,GIB,ZB,1927
15818,MAN,LPA,ZB,3024
15820,MAN,NAP,ZB,1859
15822,MAN,TFS,ZB,3048
15823,MAN,VCE,ZB,1366
15824,MAN,VRN,ZB,1296
15825,MLA,EMA,ZB,2256
15826,NAP,LTN,ZB,1654
15827,NAP,MAN,ZB,1859
15828,NCE,BHX,ZB,1181
15829,NCE,LGW,ZB,1001
15836,SPU,BHX,ZB,1661
15837,TFS,BHX,ZB,2978
15838,TFS,EMA,ZB,3028
15839,TFS,LBA,ZB,3117
15840,TFS,LGW,ZB,2912
15841,TFS,LTN,ZB,2972
15842,TFS,MAN,ZB,3048
15843,VCE,BHX,ZB,1283
15844,VCE,LGW,ZB,1117
15845,VCE,MAN,ZB,1366
15846,VRN,LGW,ZB,1038
15847,VRN,MAN,ZB,1296
15848,CDG,FAO,ZI,1581
15849,FAO,CDG,ZI,1581
15851,LIS,ORY,ZI,1438
15852,OPO,ORY,ZI,1200
15854,ORY,LIS,ZI,1438
15855,ORY,OPO,ZI,1200
15856,ORY,VKO,ZI,2468
15857,VKO,ORY,ZI,2468
